Strategy,Return,Risk
Long-Only,0.43738251384691096,0.3516839650878667
Long-Only,0.2726901547858136,0.2576985959479104
Long-Only,0.36930078655858556,0.3021147861217415
Long-Only,0.5836257562296663,0.4877269989188659
Long-Only,0.44388879536104303,0.3636055904174173
Long-Only,0.3914523007348232,0.3120219981164483
Long-Only,0.42176300895270935,0.36484628100533434
Long-Only,0.3685189755122329,0.3025317850358052
Long-Only,0.2241932417038351,0.2417043045333194
Long-Only,0.6393427429858963,0.5507293267593907
Long-Only,0.5315548477626106,0.4519883053240406
Long-Only,0.49010354580958115,0.4057246135699635
Long-Only,0.40467923015995044,0.3226646338749264
Long-Only,0.4672553048924083,0.3791775412709786
Long-Only,0.2432646806014951,0.22345359688581215
Long-Only,0.21972991430078315,0.2351221321907573
Long-Only,0.14152450300869185,0.24419695774013406
Long-Only,0.29820104601173414,0.2531207183924756
Long-Only,0.29051400924648474,0.2660301583179072
Long-Only,0.3221522531347032,0.2622443379657197
Long-Only,0.21832682527351877,0.21481475985945286
Long-Only,0.38113756474554966,0.30558744063663473
Long-Only,0.4009462838880027,0.3593985853628903
Long-Only,0.48476195538177375,0.4144004127890063
Long-Only,0.17505614740084996,0.2108355043542913
Long-Only,0.2021729579160359,0.21848264288945235
Long-Only,0.23454178867637154,0.223297765929077
Long-Only,0.2687487168000696,0.23698251519705607
Long-Only,0.1802192911272057,0.21819274494147897
Long-Only,0.5610784208876365,0.4779710802076645
Long-Only,0.14981456097529988,0.22092649358113509
Long-Only,0.2487153949088139,0.23369897855412688
Long-Only,0.2828010004654701,0.255530080622624
Long-Only,0.17593335020916182,0.2095656339976031
Long-Only,0.14289355286996483,0.22487608456147132
Long-Only,0.18141056734216748,0.218141560725093
Long-Only,0.49700590232673625,0.4099172493810901
Long-Only,0.1374287331996478,0.21704213073868137
Long-Only,0.4073664628744197,0.32415811097537994
Long-Only,0.166512928619681,0.2229875469440742
Long-Only,0.45665088808764176,0.3701479581236557
Long-Only,0.14672611186778717,0.24944573035008122
Long-Only,0.1657011557873841,0.2128474334200338
Long-Only,0.40295313507907654,0.3295208699241089
Long-Only,0.13005023907996674,0.22097250466449947
Long-Only,0.3111694186963242,0.25543088665929004
Long-Only,0.21503945195937782,0.23026779602236694
Long-Only,0.20900414330458955,0.2511532903987427
Long-Only,0.4177709333818105,0.3635725846858414
Long-Only,0.12568751324452318,0.22204409442537057
Long-Only,0.5501328672170628,0.4561214606944392
Long-Only,0.24049806944105345,0.2844139564868189
Long-Only,0.3095591755281241,0.2613698493643174
Long-Only,0.3348729723238299,0.28080389810492157
Long-Only,0.3504918698118331,0.2844986004653448
Long-Only,0.5957302095677285,0.5084542681421864
Long-Only,0.1783555159706537,0.21559104094171044
Long-Only,0.35890941864624515,0.2878373445020861
Long-Only,0.42993211199115167,0.34697149762905743
Long-Only,0.26239011913716787,0.23471954071204515
Long-Only,0.5403981357938563,0.45721705712796606
Long-Only,0.4710201003925,0.3794662055686087
Long-Only,0.3686717086822728,0.33547987053512585
Long-Only,0.14516172620707707,0.21560183410607062
Long-Only,0.15311435529752526,0.2100607416991417
Long-Only,0.5817747822314697,0.4952350319711255
Long-Only,0.366959458115851,0.3092091237235499
Long-Only,0.6914544881850897,0.599783565000918
Long-Only,0.6459660057965241,0.5521484181896912
Long-Only,0.19827840915057188,0.21233348835840307
Long-Only,0.7304974602350454,0.6408669935435707
Long-Only,0.12560670034309926,0.24809138743961653
Long-Only,0.19014783541520786,0.23579214533950485
Long-Only,0.5802595763892215,0.48937436556438413
Long-Only,0.20157044935637342,0.24188278662208226
Long-Only,0.7477792067667167,0.6588463847343312
Long-Only,0.6488621424154158,0.5702667815060617
Long-Only,0.2933427639695275,0.24517924058045745
Long-Only,0.3746639957541259,0.30585862809356457
Long-Only,0.21445931388204287,0.23545811336707798
Long-Only,0.12861275029479244,0.2187334915023809
Long-Only,0.17727825618606816,0.24997799278410684
Long-Only,0.49704855538214465,0.4372157921956744
Long-Only,0.25915515156218355,0.22902090998648303
Long-Only,0.19059541572842498,0.23317229594905456
Long-Only,0.1538365552267057,0.22251414256510765
Long-Only,0.5092921461282311,0.42338494833402845
Long-Only,0.18647156128231993,0.23140480349096218
Long-Only,0.3430192011748343,0.276022511617726
Long-Only,0.2468934052407079,0.22390925267631837
Long-Only,0.6603542776218465,0.5823435614284622
Long-Only,0.2590305957645817,0.23718954475496967
Long-Only,0.41393595070775824,0.3693773664978841
Long-Only,0.19986425101936095,0.21578095624726454
Long-Only,0.34995854215586963,0.28077155429186457
Long-Only,0.3782130953195152,0.30786133727141296
Long-Only,0.3700057546797548,0.30413591841157034
Long-Only,0.14901544030059535,0.23920559006857642
Long-Only,0.6159577052340972,0.5213518345021981
Long-Only,0.356776788343202,0.330034217995663
Long-Only,0.6881964443568337,0.6027736348353678
Long-Only,0.22400132890905516,0.21623759338339338
Long-Only,0.4962429783482979,0.42855398463944283
Long-Only,0.31838611785136833,0.26034136930371177
Long-Only,0.3077910513899912,0.2554131514356246
Long-Only,0.11667900158824249,0.2735656407935836
Long-Only,0.30410875472646826,0.2513684221526297
Long-Only,0.14068314649458974,0.27060833638839815
Long-Only,0.11858157138313732,0.2336378326511223
Long-Only,0.3871508550800894,0.30816043188008835
Long-Only,0.5698789901306055,0.4896490041975258
Long-Only,0.29146815636416196,0.2460850863251769
Long-Only,0.5559888629406059,0.4625838475553208
Long-Only,0.16687101361279458,0.20931885629564598
Long-Only,0.6324656698495205,0.5553991933070286
Long-Only,0.1814873548794042,0.2715993359932006
Long-Only,0.5704324220574072,0.49106854398125066
Long-Only,0.3691536293772795,0.3091885092821879
Long-Only,0.44669648659868594,0.3733797330471791
Long-Only,0.7725853118551208,0.6878829637567752
Long-Only,0.19521206260129614,0.25997489432084053
Long-Only,0.2659770535953593,0.2652505662697742
Long-Only,0.5317673796468403,0.4507755688766132
Long-Only,0.5323431811734418,0.45043281441344135
Long-Only,0.21606885716992535,0.25224455390971584
Long-Only,0.2941903071602167,0.24624031315231873
Long-Only,0.1592697768292633,0.22674629054374604
Long-Only,0.5385504732356365,0.46100359918932454
Long-Only,0.4779421092141606,0.3879196506565173
Long-Only,0.3747938093316332,0.31580651670800186
Long-Only,0.6088040735097782,0.517367053915823
Long-Only,0.277451809236882,0.28432121402251076
Long-Only,0.17488047356293354,0.26983594496051305
Long-Only,0.140601276241262,0.2536298140936072
Long-Only,0.15002589759806603,0.22122310848425086
Long-Only,0.6169276279286297,0.5208229158906522
Long-Only,0.19049051375022602,0.23291006136883746
Long-Only,0.1880160927371264,0.25621408322182787
Long-Only,0.27974019446379156,0.2866767371100478
Long-Only,0.3750570683895498,0.29900234081149873
Long-Only,0.1509247979686801,0.21027135750138687
Long-Only,0.19578471050757323,0.22708685346062824
Long-Only,0.19394573709984317,0.2527915085489177
Long-Only,0.2587848180480319,0.2863077673660462
Long-Only,0.5811364355748349,0.48533064740805304
Long-Only,0.2078541093500264,0.21677885217513113
Long-Only,0.16356588484279933,0.218125368467959
Long-Only,0.17274996653879077,0.2373429040411977
Long-Only,0.298228885929856,0.24923787994990673
Long-Only,0.16529868588137833,0.23026670281030862
Long-Only,0.3473553649503688,0.29556199605413347
Long-Only,0.6420557851986876,0.5635625136630581
Long-Only,0.6993318282273848,0.6168378004394816
Long-Only,0.6469161825219099,0.5599536760068518
Long-Only,0.3412786348988372,0.2765880947778238
Long-Only,0.37742507284024984,0.300782965900483
Long-Only,0.2876376243959782,0.24573959820492428
Long-Only,0.7575472941044458,0.6692215267422268
Long-Only,0.21260522230379028,0.21619134907720616
Long-Only,0.19166967522153983,0.22900878577063197
Long-Only,0.23332220965340233,0.2759537510408726
Long-Only,0.40226181739273964,0.35320528438789967
Long-Only,0.3776385775850092,0.3023754693510866
Long-Only,0.40999004737678474,0.37181327491384497
Long-Only,0.23415486947355763,0.22039075660421778
Long-Only,0.5162126430324738,0.4245997311256249
Long-Only,0.7380750776094543,0.6500247232904021
Long-Only,0.443010477534606,0.3806802635909389
Long-Only,0.6251044201790866,0.5413636371395838
Long-Only,0.16234815247931098,0.23401498598369133
Long-Only,0.4134871347410179,0.32942402214968275
Long-Only,0.15568250235545217,0.22906761714813675
Long-Only,0.7158973782053291,0.630231195808641
Long-Only,0.5315048348188683,0.4520466051312238
Long-Only,0.15385218486214747,0.21831830418566825
Long-Only,0.21509502023779198,0.21569109715956417
Long-Only,0.7425814465351875,0.6580733028431139
Long-Only,0.32011952478662486,0.2640096821633403
Long-Only,0.3189643890184445,0.2689524399227712
Long-Only,0.21924561648483168,0.21501206464780967
Long-Only,0.20471039196895846,0.2539111186266307
Long-Only,0.5269840198849288,0.4415783964543876
Long-Only,0.15158899281188581,0.21125510771025666
Long-Only,0.16024117000700938,0.20931329727634176
Long-Only,0.4351996389196781,0.35251800781505255
Long-Only,0.12878567991369813,0.2282735233557222
Long-Only,0.1764762141326089,0.2515022303009361
Long-Only,0.5972437991142852,0.5186627561843816
Long-Only,0.34420310699054457,0.27773497976334227
Long-Only,0.34083273821335924,0.2940051849014949
Long-Only,0.5830070619207965,0.4974960930993126
Long-Only,0.29313178328075534,0.24880007762875883
Long-Only,0.5928816272730988,0.5111971761109978
Long-Only,0.5843174652184991,0.5086091162180063
Long-Only,0.7044276024237908,0.6145856349358728
Long-Only,0.2485302522589682,0.2257264583679562
Long-Only,0.6851967848638031,0.594363178688642
Long-Only,0.17080401913591606,0.23596503150005765
Long-Only,0.1443560637296305,0.21209055916606223
Long-Only,0.69507082665578,0.6130430286390546
Long-Only,0.21802273108310072,0.21612034361840324
Long-Only,0.16674131232409128,0.23315150040582008
Long-Only,0.2179786353709423,0.21565156362073068
Long-Only,0.29624911506056795,0.2475075990310761
Long-Only,0.13293210217334048,0.21409362144595642
Long-Only,0.15210343011208566,0.25391813130040247
Long-Only,0.4234691281305436,0.3820947142461
Long-Only,0.3372250895143909,0.28079637963903786
Long-Only,0.236420523011924,0.2242509553458501
Long-Only,0.3945550763162205,0.3211923546809588
Long-Only,0.6036904004220315,0.5245369458724115
Long-Only,0.12309455694179969,0.2175766408191851
Long-Only,0.5667706182674229,0.47109863849123407
Long-Only,0.27591228599663703,0.24344330257170177
Long-Only,0.1227824692244381,0.27633087932352984
Long-Only,0.6702320990584154,0.5918239716877731
Long-Only,0.14314700626334426,0.23549407263011296
Long-Only,0.49627492274871504,0.427513547312756
Long-Only,0.2963091704379632,0.267256466363633
Long-Only,0.40526690119700504,0.33420225538470705
Long-Only,0.1826298096525223,0.20943223986019638
Long-Only,0.12189291629408198,0.23581978629814243
Long-Only,0.43847190581436196,0.3783634297104358
Long-Only,0.22757639466492097,0.21888209869732544
Long-Only,0.3322717363536052,0.26958870777005717
Long-Only,0.23843276045405792,0.26541893223757945
Long-Only,0.23853877076044117,0.24313161562746402
Long-Only,0.35778829847498766,0.28652689963677347
Long-Only,0.5097192732530993,0.42843234744392367
Long-Only,0.40388723699630164,0.3394219228016558
Long-Only,0.27557057936695906,0.28032078743798633
Long-Only,0.2843778745418698,0.27299954255636694
Long-Only,0.596031524069827,0.5155107341644888
Long-Only,0.3659172619042056,0.2925231080592421
Long-Only,0.3866603742277879,0.3140833185624372
Long-Only,0.6532092075976118,0.5675287411924018
Long-Only,0.5661589718116001,0.49021632193063314
Long-Only,0.15216138401314822,0.2292926999689347
Long-Only,0.4605882342321247,0.37782936763161296
Long-Only,0.4145769203244223,0.33800002786211975
Long-Only,0.41603335339353165,0.331905917898606
Long-Only,0.2281106215085671,0.2263431946233351
Long-Only,0.2851109908876803,0.2413202463263259
Long-Only,0.2173836958525105,0.22947874563057388
Long-Only,0.44326893783292337,0.38960590146193314
Long-Only,0.22575615434304824,0.21872417314694034
Long-Only,0.3112349368924586,0.2560869590874839
Long-Only,0.44285610569306827,0.35614502053633235
Long-Only,0.42805787911684867,0.366796711921123
Long-Only,0.24313963497286817,0.22761923776470352
Long-Only,0.1680771943268544,0.22087675677154986
Long-Only,0.5849313943577319,0.48997738041068306
Long-Only,0.3851946684802064,0.3149788193659554
Long-Only,0.21521266137692782,0.23109283349180268
Long-Only,0.23143339484895067,0.22279167122080415
Long-Only,0.18194310898556176,0.22028026704480688
Long-Only,0.48593820179214725,0.3951531377871162
Long-Only,0.22369383600055065,0.21837904251500165
Long-Only,0.1404766386679224,0.2269827348397112
Long-Only,0.35216475107455814,0.2837374153784073
Long-Only,0.432586254105507,0.3709841936605636
Long-Only,0.5073239263162597,0.4404367705272745
Long-Only,0.7052680507225403,0.6144543743505181
Long-Only,0.25235166342615634,0.22723948900095411
Long-Only,0.43092043958247006,0.37445484205218665
Long-Only,0.21351956823613233,0.24230129467165346
Long-Only,0.665166968809465,0.5822867780871003
Long-Only,0.3059454484332774,0.2541378875410798
Long-Only,0.6317365284305015,0.5461069416780313
Long-Only,0.5309082295657515,0.4571111318368825
Long-Only,0.28042965396695657,0.2879087454999166
Long-Only,0.17710153389568828,0.2093333070596824
Long-Only,0.15315029317730766,0.21570998397037333
Long-Only,0.3637787116823641,0.3152028378964882
Long-Only,0.27445995825452796,0.24166489043967068
Long-Only,0.26005085340175726,0.28924135762954983
Long-Only,0.19483446468123164,0.21313300524586187
Long-Only,0.6261332067961403,0.5310734239399916
Long-Only,0.18165656719551052,0.2506600329214196
Long-Only,0.2891171055155579,0.26877324643787354
Long-Only,0.6436808812203288,0.5487841945004942
Long-Only,0.3679272766104763,0.2940431108302702
Long-Only,0.41638324881083394,0.3329948527727933
Long-Only,0.48944908764408146,0.40249235779075293
Long-Only,0.28189895206789706,0.2466717725960949
Long-Only,0.18065646420736814,0.22949142116404342
Long-Only,0.41844285053736446,0.3338787482499802
Long-Only,0.2117270316996734,0.21780972354426711
Long-Only,0.7278725653519147,0.6397727884643263
Long-Only,0.25666063274800366,0.277105619914273
Long-Only,0.755724509375131,0.6721559707758741
Long-Only,0.3638751642621812,0.30463243131207834
Long-Only,0.21965594808227384,0.24811968653542033
Long-Only,0.624543630541987,0.5413738564707214
Long-Only,0.6119724086675716,0.5370910881757922
Long-Only,0.5866233774799234,0.5046805665284203
Long-Only,0.49591810824171323,0.4073162292076482
Long-Only,0.2592536434783628,0.23371902783680643
Long-Only,0.5953128976164613,0.5064769094777039
Long-Only,0.3217620778605671,0.2623998658229611
Long-Only,0.672978935364939,0.5815855007112118
Long-Only,0.2325446018500582,0.22241183643254303
Long-Only,0.22289274782670693,0.2161027497712128
Long-Only,0.3902498329759373,0.31327230034180603
Long-Only,0.6419800035004584,0.54684038848311
Long-Only,0.47395338158562345,0.3847802931090196
Long-Only,0.2500273835788643,0.256258593677308
Long-Only,0.4169004827420088,0.3774117433554157
Long-Only,0.2496315224542075,0.28135408456579236
Long-Only,0.14803680420443072,0.24112851232759047
Long-Only,0.48190507292219675,0.41053473428310966
Long-Only,0.25857343611809436,0.23474832798893847
Long-Only,0.31770652588707066,0.31559397732525524
Long-Only,0.134819101311593,0.224055442380284
Long-Only,0.18722029898352727,0.25861703964419946
Long-Only,0.3141458967717372,0.30344687231509787
Long-Only,0.4083879705990816,0.3612835141672373
Long-Only,0.5480832226981727,0.4543005488801456
Long-Only,0.40232360009322976,0.3479802294679245
Long-Only,0.2892181787389607,0.24775366436418964
Long-Only,0.6031437030990997,0.5120736165173895
Long-Only,0.45467234985892346,0.3678532906368355
Long-Only,0.43970288629126386,0.35789524720752747
Long-Only,0.5590418132040598,0.4894479905062398
Long-Only,0.23790733278009168,0.23204048663851792
Long-Only,0.271875149491232,0.23531006427208617
Long-Only,0.34114613519366677,0.27927605094816715
Long-Only,0.14231226197537147,0.2207922388384887
Long-Only,0.1638510552687706,0.2116923628453336
Long-Only,0.6654051186732751,0.5808805572265173
Long-Only,0.16327984976467097,0.24688459122012837
Long-Only,0.2895519329962606,0.28021973350853807
Long-Only,0.5841588395873227,0.4904808039751799
Long-Only,0.4623092104057902,0.3850687080097981
Long-Only,0.4400992847387696,0.352577421120499
Long-Only,0.7484951204678555,0.661236890359912
Long-Only,0.1594063529482468,0.216352398100744
Long-Only,0.352532350965656,0.28331778735049157
Long-Only,0.11319465309631975,0.2719779063400511
Long-Only,0.3417358655990094,0.2933564679563561
Long-Only,0.192094469882221,0.21101533065099584
Long-Only,0.29340718130726107,0.2453496055414165
Long-Only,0.14671243054320807,0.2229024708685154
Long-Only,0.6316709620415419,0.5436837344257617
Long-Only,0.4855037100870763,0.4043417570067308
Long-Only,0.3651481605837319,0.3262544955245448
Long-Only,0.2903043301324273,0.24592966985809214
Long-Only,0.37304726553105605,0.3360573005450381
Long-Only,0.162608237131689,0.21166089310863329
Long-Only,0.20882332567895326,0.2196498722082097
Long-Only,0.4255289890561994,0.33981440908116545
Long-Only,0.2487135569168766,0.231813326212619
Long-Only,0.49738886300103,0.4139937772958818
Long-Only,0.47529983249069463,0.38990521889824126
Long-Only,0.3412073254863246,0.2782082026100556
Long-Only,0.751362988114928,0.6638023807075194
Long-Only,0.2977615904028673,0.2483256050863057
Long-Only,0.3176271498738251,0.26028171900509206
Long-Only,0.23412812471119065,0.2214213865807802
Long-Only,0.5785948550931684,0.4907880034228716
Long-Only,0.246947765029076,0.260654734517147
Long-Only,0.16164168203123297,0.22719856928985346
Long-Only,0.25158446757516495,0.26007421206938314
Long-Only,0.6906932088789945,0.6104598960240358
Long-Only,0.26604146304290055,0.23523796982816542
Long-Only,0.2472787117811419,0.23487892823904846
Long-Only,0.45928862857571634,0.3893552709243626
Long-Only,0.58162742382027,0.49085731763126456
Long-Only,0.47954335644255336,0.3924743945185432
Long-Only,0.2786578411131888,0.27671113447815027
Long-Only,0.27963499984860385,0.2863274537245747
Long-Only,0.18351513352111687,0.20999095397182388
Long-Only,0.4543953161778798,0.3815836710636703
Long-Only,0.5864939116758349,0.4913841713051837
Long-Only,0.43490784369103563,0.34964070496726424
Long-Only,0.1699354710380697,0.2185750373719011
Long-Only,0.48579007597518364,0.42562296583642223
Long-Only,0.15411402121093215,0.23826501331060726
Long-Only,0.11818014070549406,0.2602641487787756
Long-Only,0.5831866313581603,0.4921565559117779
Long-Only,0.4904096366514175,0.39657946652677983
Long-Only,0.1978269304657273,0.210883575173393
Long-Only,0.4014318439872106,0.33185534433400127
Long-Only,0.25365684297237834,0.28031912590696606
Long-Only,0.5972810674208264,0.5053531270707963
Long-Only,0.22617787960614608,0.27516607830972406
Long-Only,0.2100717492198601,0.22500513493162008
Long-Only,0.311285671906586,0.2941401370328189
Long-Only,0.15705164389321846,0.21509755710749473
Long-Only,0.2968277485728197,0.2518125517022252
Long-Only,0.30106180582973285,0.2507275509516992
Long-Only,0.48178795196321794,0.3924173246530104
Long-Only,0.3159036820322354,0.303396948366096
Long-Only,0.3902416583929027,0.3186612263298245
Long-Only,0.44783539478657763,0.3949905689794785
Long-Only,0.5287713186771891,0.4403477740118791
Long-Only,0.3398481557276513,0.2994886154966654
Long-Only,0.1914034626063068,0.2303282031110828
Long-Only,0.31987799639878317,0.2618613365011263
Long-Only,0.805471018138604,0.7204500131119691
Long-Only,0.6340563569894115,0.5556847782427212
Long-Only,0.5097913742878929,0.4195332658535262
Long-Only,0.252559890646258,0.2434408768338264
Long-Only,0.3375455545524933,0.2723260285615666
Long-Only,0.5013782188174652,0.41171776005106026
Long-Only,0.3537667409824249,0.28997641835448035
Long-Only,0.23810137531726294,0.22730364021344293
Long-Only,0.1741501993884937,0.22586270599504144
Long-Only,0.2295155573816074,0.2822223811610598
Long-Only,0.3275860883624125,0.3128871135382491
Long-Only,0.5913124150625041,0.5146474254345059
Long-Only,0.4749421235460917,0.3865089517699621
Long-Only,0.241862108770682,0.23197118500943523
Long-Only,0.44667767934770763,0.36068056087418987
Long-Only,0.23259888622862548,0.27007284257116415
Long-Only,0.5188910275336259,0.42677568109435565
Long-Only,0.3855608733340975,0.3549178680885624
Long-Only,0.2186152833986439,0.25824361601522305
Long-Only,0.12809334076383347,0.26640966897263635
Long-Only,0.33921800500131427,0.3061106587371742
Long-Only,0.5223404438233654,0.4267975312226326
Long-Only,0.27782890122295345,0.23932105538879656
